編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
Serial number,berth category,berth price,berth area square meter,
RPWNMLKKKHKGFEF28DA,坡道平面,1750000,20.21,地下二樓
RPSNMLSKKHKGFEF68DA,坡道平面,1400000,30.84,地下三樓
RPQNMLOKKHKGFHF38DA,坡道平面,0,34.58,地下一樓
RPQNMLOKKHKGFHF38DA,坡道平面,0,34.58,地下一樓
RPQPMLQJKHKGFEF38DA,坡道平面,650000,27.66,地下二樓
RPPNMLPKKHKGFHF38DA,其他,1800000,11.20,地下二樓
RPRNMLKKKHKGFDF67DA,升降平面,1500000,48.61,地下三樓
RPSNMLKLKHKGFBF67DA,坡道平面,1700000,32.37,地下一樓
RPXNMLSKKHKGFGF86EA,坡道平面,1200000,31.06,地下三樓
RPXNMLSKKHKGFGF86EA,坡道平面,1600000,31.06,地下三樓
RPXNMLSKKHKGFGF86EA,坡道平面,1600000,31.06,地下三樓
RPXNMLSKKHKGFGF86EA,坡道平面,1600000,31.06,地下三樓
RPUOMLTKKHKGFEF09DA,坡道平面,1300000,33.14,地下二樓
RPRNMLKLKHKGFBF67EA,坡道平面,1600000,33.78,地下三樓
RPRNMLKLKHKGFBF67EA,坡道平面,1600000,33.78,地下三樓
RPQNMLLLKHKGFBF67EA,坡道平面,0,,地下一樓
RPPNMLTKKHKGFCF38EA,坡道平面,2000000,36.07,地下二樓
RPPNMLKLKHKGFCF57EA,坡道平面,2700000,35.49,地下三樓
RPPOMLOJKHKGFEF97DA,坡道平面,0,38.02,地下三樓
RPPOMLSKKHKGFEF48DA,坡道平面,1400000,25.02,地下二樓
RPWNMLKLKHKGFEF48EA,坡道平面,0,49.13,地下一樓
RPQNMLLLKHKGFAF57EA,坡道平面,1700000,39.17,地下二樓
RPXNMLLLKHKGFAF18DA,坡道平面,2500000,37.67,地下三樓
RPSOMLPJKHKGFCF18DA,坡道平面,2000000,29.87,地下三樓
RPPNMLTKKHKGFBF18DA,坡道平面,0,43.36,地下四樓
RPQNMLPLKHKGFBF97DA,坡道平面,1950000,43.03,地下三樓
RPWNMLOLKHKGFAF38DA,坡道平面,0,38.64,地下三樓
RPQNMLOLKHKGFHF48DA,坡道機械,2200000,21.74,地下四樓
RPUNMLPLKHKGFHF98DA,坡道平面,0,,地下一樓
RPQNMLOLKHKGFHF58EA,坡道機械,1750000,26.64,地下一樓
RPQNMLPLKHKGFCF18EA,坡道平面,2680000,35.49,地下四樓
RPPNMLPLKHKGFEF28EA,坡道平面,0,,地下一樓
RPSNMLOLKHKGFEF48EA,坡道平面,0,34.90,地下三樓
RPSNMLOLKHKGFEF48EA,坡道平面,0,34.90,地下三樓
RPSNMLOLKHKGFEF48EA,坡道平面,0,34.90,地下三樓
RPVOMLKLKHKGFBF08DA,坡道平面,0,,地下一樓
RPOOMLRKKHKGFGF48DA,坡道平面,2400000,47.67,地下二樓
RPPNMLRLKHKGFDF28DA,坡道平面,600000,37.42,地下一樓
RPUNMLOLKHKGFGF78DA,坡道平面,2050000,35.61,地下三樓
RPVNMLOLKHKGFGF88DA,坡道平面,1950000,35.61,地下三樓
RPPNMLKLKHKGFHF97DA,坡道平面,0,26.37,地下三樓
RPPNMLKKKHKGFBF27DA,一樓平面,0,28.22,一樓
RPQNMLLLKHKGFBF57DA,坡道平面,2000000,32.14,地下二樓
RPQNMLLLKHKGFBF57DA,坡道平面,2000000,32.14,地下二樓
RPTNMLPLKHKGFGF88EA,坡道平面,2500000,40.29,地下三樓
RPUNMLRLKHKGFDF78DA,坡道平面,0,33.09,地下二樓
RPUOMLLLKHKGFEF38DA,坡道平面,1000000,46.60,地下二樓
RPWNMLOKKHKGFEF68DA,坡道平面,0,24.39,地下二樓
RPRNMLOLKHKGFEF38EA,坡道平面,0,34.90,地下三樓
RPRNMLOLKHKGFEF38EA,坡道平面,0,34.90,地下三樓
RPSNMLTKKHKGFBF48DA,坡道平面,2300000,23.18,地下一樓
RPQQMLTKKHKGFBF58DA,坡道平面,2200000,21.14,地下三樓
RPRNMLRLKHKGFDF48DA,坡道平面,2000000,23.03,地下五樓含以下
RPQNMLNJLHKGFBF67DA,坡道平面,0,47.55,地下一樓
RPPNMLNJLHKGFEF87DA,坡道平面,1000000,38.29,地下一樓
RPVOMLRLKHKGFEF09DA,坡道平面,1300000,33.14,地下二樓
RPSNMLRKKHKGFGF78DA,坡道平面,0,4.82,地下二樓
RPTNMLNJLHKGFEF38EA,坡道平面,1400000,41.99,地下一樓
RPPNMLNJLHKGFHF28EA,坡道平面,2060000,33.05,地下三樓
RPRNMLNJLHKGFHF48EA,坡道平面,0,16.88,地下三樓
RPRNMLNJLHKGFHF48EA,坡道平面,0,16.88,地下三樓
RPTRMLNKKHKGFBF38DA,坡道平面,0,,地下一樓
RPSNMLNJLHKGFHF58EA,坡道平面,0,16.88,地下四樓
RPSNMLNJLHKGFHF58EA,坡道平面,0,17.10,地下二樓
RPRNMLPJLHKGFCF08DA,坡道平面,1450000,43.99,地下一樓
RPQOMLRLKHKGFEF58DA,坡道平面,1000000,,地下二樓
RPQOMLRLKHKGFEF58DA,坡道平面,1000000,,地下二樓
RPPNMLRLKHKGFGF58DA,坡道平面,2000000,33.57,地下一樓
RPUNMLOJLHKGFBF28EA,坡道平面,0,13.58,地下一樓
RPPNMLRLKHKGFGF68EA,坡道平面,2000000,28.66,地下二樓
RPQNMLNJLHKGFIF48EA,坡道平面,1500000,22.20,地下三樓
RPUOMLQLKHKGFAF48DA,坡道平面,0,7.99,地下二樓
RPRNMLNJLHKGFAF67DA,坡道平面,0,7.99,地下二樓
RPQOMLNJLHKGFAF67DA,坡道平面,2120000,40.70,地下一樓
RPVNMLOLKHKGFCF48DA,坡道平面,0,32.75,地下三樓
RPTNMLRLKHKGFDF68DA,坡道平面,2700000,42.30,地下一樓
RPVOMLOJLHKGFDF58DA,坡道平面,0,38.99,地下二樓
RPQNMLPJLHKGFGF38DA,坡道平面,2800000,32.09,地下一樓
RPPNMLQLKHKGFEF28DA,坡道平面,0,32.22,地下三樓
RPUOMLNJLHKGFHF78DA,坡道平面,2300000,36.43,地下一樓
RPQNMLRLKHKGFAF08DA,坡道平面,0,31.52,地下二樓
RPQNMLRLKHKGFAF08DA,坡道平面,0,32.59,地下二樓
RPOOMLSJKHKGFBF97DA,坡道平面,2000000,21.58,地下二樓
RPRRMLOJLHKGFBF28DA,坡道平面,0,24.09,地下三樓
RPUTMLPJLHKGFBF88DA,坡道平面,2220000,29.72,地下二樓
RPTOMLQLKHKGFBF48DA,坡道平面,0,25.36,地下四樓
RPUOMLPJLHKGFEF78EA,坡道平面,0,42.93,地下三樓
RPRPMLMKKHKGFIF58DA,升降平面,1300000,,地下二樓
RPXNMLQJLHKGFHF66DA,坡道平面,0,18.38,地下三樓
RPUNMLPKJHKGFHF78DA,坡道平面,0,39.98,地下三樓
RPWNMLNKJHKGFBF18DA,坡道平面,1550000,,地下一樓
RPUOMLMJJHKGFAF77DA,坡道平面,3100000,16.15,地下一樓
RPPPMLRJJHKGFBF97DA,坡道平面,0,42.84,地下三樓
RPQOMLQKJHKGFBF97DA,坡道平面,2200000,22.80,地下一樓
RPPNMLQJLHKGFIF58DA,坡道平面,0,,地下四樓
RPQNMLOKJHKGFIF38DA,升降機械,0,33.76,地下一樓
RPTNMLOKJHKGFGF58EA,坡道平面,0,36.97,地下二樓
RPTNMLOKJHKGFGF58EA,坡道平面,0,36.97,地下二樓
RPRNMLOKJHKGFEF18EA,坡道平面,800000,34.83,地下一樓
RPRNMLRKJHKGFBF08DA,坡道平面,2200000,30.98,地下一樓
RPSNMLRKJHKGFBF18DA,坡道平面,2300000,30.98,地下一樓
RPSNMLRKJHKGFBF18DA,坡道平面,2300000,32.39,地下一樓
RPWNMLOKJHKGFIF98DA,坡道平面,1800000,29.73,地下一樓
RPUOMLQKJHKGFGF88DA,坡道平面,0,29.31,地下二樓
RPUOMLQKJHKGFGF88DA,坡道平面,0,29.31,地下二樓
RPPNMLMKJHKGFDF57DA,坡道平面,0,37.13,地下三樓
RPQOMLNKJHKGFCF77DA,坡道平面,2100000,25.01,地下三樓
RPXNMLRKJHKGFCF78DA,坡道平面,2600000,32.76,地下三樓
RPROMLPKJHKGFBF97DA,坡道機械,550000,9.78,地下二樓
RPVNMLQKJHKGFDF68EA,坡道平面,2000000,37.91,地下四樓
RPPNMLQKJHKGFDF08EA,坡道平面,0,10.60,地下二樓
RPQNMLQKJHKGFDF18EA,坡道平面,0,5.30,地下二樓
RPQNMLOKJHKGFCF77DA,坡道平面,0,,地下一樓
RPQNMLOKJHKGFCF77DA,坡道平面,0,,地下一樓
RPQNMLOKJHKGFCF77DA,坡道平面,0,,地下一樓
RPQNMLTKJHKGFDF38DA,坡道平面,0,57.75,地下一樓
RPUNMLNKJHKGFAF87DA,坡道平面,0,30.05,地下五樓含以下
RPRNMLTJJHKGFCF28DA,坡道平面,2000000,26.42,地下二樓
RPSOMLSJJHKGFCF38DA,坡道平面,2950000,33.21,地下一樓
RPRNMLKLJHKGFCF67EA,坡道平面,2600000,35.50,地下一樓
RPQPMLRKJHKGFIF88DA,坡道平面,1700000,21.74,地下三樓
RPSSNLOKJHKGFAF38DA,坡道平面,0,,地下一樓
RPPNMLMLJHKGFGF08EA,坡道平面,2000000,23.08,地下二樓
RPPNMLNKJHKGFAF37DA,坡道平面,2700000,23.42,地下三樓
RPPNMLMLJHKGFEF87EA,坡道平面,1500000,19.73,地下五樓含以下
RPPNMLMLJHKGFEF87EA,坡道平面,1500000,19.73,地下五樓含以下
RPTNMLLLJHKGFBF87EA,坡道平面,1400000,37.25,地下二樓
RPPNMLOJJHKGFCF57DA,坡道機械,1200000,19.99,地下二樓
RPPNMLMLJHKGFHF18EA,坡道平面,0,8.49,地下一樓
RPSOMLNLJHKGFHF68EA,坡道平面,2500000,33.23,地下二樓
RPQNMLRKJHKGFIF78EA,坡道平面,1850000,31.44,地下一樓
RPPNMLOLJHKGFBF77EA,坡道平面,0,43.16,地下四樓
RPVNMLNLJHKGFIF88DA,坡道平面,1820000,29.12,地下二樓
RPTNMLOLJHKGFGF68EA,坡道平面,0,1.95,地下二樓
RPTNMLOLJHKGFGF68EA,坡道平面,0,1.95,地下二樓
RPVSMLNJKHKGFAF48DA,坡道平面,2000000,31.92,地下三樓
RPPPNLNJKHKGFAF67DA,坡道平面,0,,地下二樓
RPPQMLOJKHKGFAF77DA,坡道平面,2500000,30.05,地下五樓含以下
RPVNMLNJKHKGFCF18DA,坡道平面,2120000,44.86,地下二樓
RPTOMLQKJHKGFEF58DA,坡道平面,1700000,38.63,地下一樓
RPUOOLPKJHKGFAF38DA,坡道平面,2800000,21.01,地下一樓
RPWNMLNJKHKGFCF28DA,坡道平面,1500000,44.86,地下二樓
RPWOMLOJKHKGFEF68DA,坡道機械,650000,6.73,地下五樓含以下
