鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
三民區,建物,高雄市三民區鼎貴路２９號之２３二樓,0.0,住,,,1110703,土地0建物1車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950322,28.12,1,0,1,有,有,有,7500,267,,0.0,0,含機車車位1個。,RPQOMLPLPHHGFDE48CC
三民區,建物,高雄市三民區鼎華路２０６號１１樓之２,0.0,商,,,1110710,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820506,69.34,2,1,1,有,有,有,14000,202,,0.0,0,,RPSOMLPLPHHGFDE68CC
三民區,建物,高雄市三民區愛國路９９號７樓之１０,0.0,住,,,1110710,土地0建物1車位0,七層,10,套房(1房1廳1衛),商業用,鋼筋混凝土造,0950726,15.690000000000001,1,0,1,有,有,有,4500,287,,0.0,0,,RPTOMLPLPHHGFDE78CC
三民區,房地(土地+建物),高雄市三民區義明街６號１２樓,8.66,商,,,1110701,土地1建物1車位0,見其他登記事項,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821123,109.59,3,2,2,有,有,有,13500,123,,0.0,0,,RPXOMLPLPHHGFDE56CC
三民區,房地(土地+建物)+車位,高雄市三民區明誠二路１０２之３號二十二樓,6.39,住,,,1110720,土地1建物1車位1,二十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880519,122.25,2,1,1,有,有,有,25000,204,坡道平面,35.6,0,,RPOPMLPLPHHGFDE38CC
三民區,建物,高雄市三民區覺民路５８６號五樓之１,0.0,其他,,,1110715,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870122,125.15,4,2,2,有,有,有,15000,120,,0.0,0,,RPSPMLPLPHHGFDE78CC
鳳山區,房地(土地+建物),高雄市鳳山區永和街８５巷５之２號,30.75,住,,,1110701,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680430,86.4,3,2,2,有,無,有,10000,116,,0.0,0,,RPQPMLPLPHHGFGE88CC
鳳山區,建物,高雄市鳳山區博愛路３９２號,0.0,住,,,1110702,土地0建物0車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0821222,43.18,1,1,1,有,無,無,22000,509,,0.0,0,部分承租。,RPSQMLPLPHHGFGE56CC
鳳山區,房地(土地+建物),高雄市鳳山區文衡路１７５巷１８號,16.55,其他,,,1110725,土地1建物1車位0,一層,15,店面(店鋪),店舖、集合住宅,鋼筋混凝土,1061229,153.25,2,0,1,有,有,無,43000,281,,0.0,0,,RPVQMLPLPHHGFGE86CC
大社區,建物,高雄市大社區中華路１６之５０號２樓之６,0.0,住,,,1110701,土地0建物1車位0,二層,5,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1040727,36.41,1,0,1,有,無,有,6300,173,,0.0,0,,RPROMLPLPHHGFIE09CC
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新東一街１５１號１７樓之５,18.98,住,,,1110709,土地1建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090721,134.01,3,2,2,有,有,有,26500,198,坡道平面,21.22,0,,RPUQMLPLPHHGFFE66CC
大寮區,建物,高雄市大寮區鳳屏一路２７１巷３號,0.0,住,,,1110714,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770921,102.35,3,2,2,有,無,有,15000,147,,0.0,0,此為住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為16667元，選擇代管方案需打9折，實際租賃契約金額為15000元。水電費、瓦斯費由承租人負擔。,RPXOMLPLPHHGFLE37CC
湖內區,房地(土地+建物),高雄市湖內區中山路二段２５６號,248.47,工,,,1110701,土地1建物1車位0,見其他登記事項,1,工廠,廠房,鋼骨構造,1100122,172.59,0,0,0,無,無,無,33000,,,0.0,0,,RPQNMLQLPHHGFJE09CC
彌陀區,土地,fa72港段293-1地號,247.93,工,,,1110721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,35000,141,,0.0,0,承租部分土地約75坪，承租未保存登記建物約55坪,RPQNMLQLPHHGFFE68CC
燕巢區,建物,高雄市燕巢區橫山路９２號二樓之１８,0.0,,特定農業區,甲種建築用地,1110715,土地0建物1車位0,二層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1070820,29.62,1,0,1,有,無,有,5500,186,,0.0,0,水電費及每月管理維護費200元、管理費500元皆由承租人負擔。,RPUNMLQLPHHGFFE09CC
燕巢區,建物,高雄市燕巢區橫山路９２號三樓之１１,0.0,,特定農業區,甲種建築用地,1110721,土地0建物1車位0,三層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1070820,33.519999999999996,1,0,1,有,無,有,7500,224,,0.0,0,水電費及每月管理費500元皆由承租人負擔。,RPSOMLQLPHHGFFE98CC
燕巢區,建物,高雄市燕巢區橫山路９２號七樓之１２,0.0,,特定農業區,甲種建築用地,1110715,土地0建物1車位0,七層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1070820,29.62,1,0,1,有,無,有,5800,196,,0.0,0,水電費及每月管理維護費200元、管理費500元皆由承租人負擔。,RPUOMLQLPHHGFFE56CC
燕巢區,建物,高雄市燕巢區橫山路９２號七樓之２８,0.0,,特定農業區,甲種建築用地,1110715,土地0建物1車位0,七層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1070820,30.26,1,0,1,有,無,有,5500,182,,0.0,0,水電費及每月機車停車費100元、管理維護費200元、管理費500元皆由承租人負擔。,RPWOMLQLPHHGFFE76CC
燕巢區,建物,高雄市燕巢區橫山路９２號七樓之２７,0.0,,特定農業區,甲種建築用地,1110722,土地0建物1車位0,七層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1070820,29.62,1,0,1,有,無,有,5500,186,,0.0,0,水電費及每月機車停車費100元、管理維護費200元、管理費500元皆由承租人負擔。,RPUPMLQLPHHGFFE66CC
岡山區,建物,高雄市岡山區介壽西路１８３巷１弄１４號,0.0,住,,,1110717,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0700514,101.24,4,2,1,有,無,有,15000,148,,0.0,0,此為高雄市社會住宅包租代管計畫之物件，評定市價租金16667元，選擇代租方案須打九折，實際租賃契約金額為15000元；水電瓦斯費、網路費由承租人負擔。,RPTQMLQLPHHGFFE66CC
鳥松區,建物,高雄市鳥松區松埔北巷１１之６８號,0.0,,鄉村區,乙種建築用地,1110701,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790920,61.55,2,1,2,有,有,有,15000,244,,0.0,0,,RPTNMLQLPHHGFIE66CC
大社區,建物,高雄市大社區中華路８９巷３２之１號,0.0,住,,,1110719,土地0建物0車位0,三層,4,套房(1房1廳1衛),集合住宅,鋼筋混凝土,1070606,26.08,1,0,1,有,無,有,5500,211,,0.0,0,此為分租套房，第三層共分成5間，一間平均面積約為26.08平方公尺。電費及每月水費100元、管理維護費200元皆由承租人負擔。,RPVOMLQLPHHGFIE96CC
大社區,建物,高雄市大社區自由路２０４號十一樓,0.0,住,,,1110716,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,117.74,3,2,2,有,有,有,17000,144,,0.0,0,此為高雄市社會住宅包租代管計畫之物件，評定市價租金18889元，選擇代租方案須打九折，實際租賃契約金額為17000元；水電瓦斯費、網路費由承租人負擔。,RPWOMLQLPHHGFIE07CC
鳳山區,建物,高雄市鳳山區北賢街８７號九樓,0.0,住,,,1110722,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1090909,99.18,2,1,2,有,有,有,20250,241,坡道平面,26.45,2750,,RPWNMLQLPHHGFGE76CC
鳳山區,房地(土地+建物),高雄市鳳山區東福街１８號,17.06,商,,,1110722,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1100624,105.76,0,2,2,有,無,無,30000,284,,0.0,0,,RPOOMLQLPHHGFGE68CC
鳳山區,建物,高雄市鳳山區南京路２８４巷２之２號,0.0,住,,,1110714,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710412,73.01,3,1,2,有,無,有,8000,110,,0.0,0,此為高雄市政府社會住宅包租代管計畫之物件，評定市價租金為 8889 元，選擇代管方案需打 9 折，實際租賃契約金額為 8000 元。每月水電瓦斯、網路費由承租人另外負擔。,RPWOMLQLPHHGFGE86CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區三誠路１２０號１２樓,16.9,住,,,1110630,土地1建物1車位2,十二層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,0950919,145.72,3,2,2,有,有,有,21290,146,坡道平面,26.84,0,,RPXOMLQLPHHGFGE96CC
鳳山區,建物,高雄市鳳山區光復路二段２２３之４號,0.0,住,,,1110708,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680111,108.94,3,2,2,有,無,有,15000,138,,0.0,0,,RPPPMLQLPHHGFGE88CC
前鎮區,建物,高雄市前鎮區民權二路３８０號,0.0,住,,,1110711,土地0建物0車位0,一層,24,店面(店鋪),商業用,鋼筋混凝土造,0800327,122.32000000000001,0,1,2,有,有,無,30000,245,,0.0,0,部分承租。,RPPNMLQLPHHGFCE28CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區武德街８２號２樓,23.06,住,,,1110630,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050811,148.07,3,2,2,有,有,有,21000,142,坡道平面,18.35,0,,RPQOMLQLPHHGFCE48CC
三民區,建物,高雄市三民區建工路２７２巷１弄２號４樓,0.0,住,,,1110712,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),公寓,鋼筋混凝土造,0681128,95.24,3,1,2,有,無,有,16500,173,,0.0,0,此為高雄市政府社會住宅包租代管計畫之物件，評定市價租金為 18334 元，選擇代管方案需打 9 折，實際租賃契約金額為 16500 元。每月水電瓦斯、網路費由承租人另外負擔。,RPUOMLQLPHHGFDE98CC
三民區,建物,高雄市三民區萬全街７７號,0.0,住,,,1110708,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0601015,122.83,3,3,3,有,無,有,22000,179,,0.0,0,,RPVOMLQLPHHGFDE09CC
楠梓區,建物,高雄市楠梓區楠梓東街９５巷１之１號七樓,0.0,商,,,1110701,土地0建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870410,96.16000000000001,2,1,2,有,有,有,15000,204,升降平面,26.45,800,,RPQOMLQLPHHGFEE68CC
左營區,建物,高雄市左營區果峰街４巷４號１０樓,0.0,住,,,1110722,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,101.57,3,1,2,有,有,有,12000,118,,0.0,0,,RPXOMLQLPHHGFEE76CC
楠梓區,建物,高雄市楠梓區建楠路２２７號,0.0,商,,,1110719,土地0建物0車位0,四層,5,套房(1房1廳1衛),店舖、住宅、停車空間,鋼筋混凝土造,0890406,45.73,1,0,1,有,無,有,8000,175,,0.0,0,此為分租套房，第四層共分成2間，一間平均面積約為45.73平方公尺。電費及每月水費150元由承租人負擔。,RPSPMLQLPHHGFEE98CC
左營區,建物,高雄市左營區重立路８６２號,0.0,住,,,1110715,土地0建物1車位1,見其他登記事項,12,店面(店鋪),商業用,鋼筋混凝土,1030731,145.12,0,2,2,有,有,無,30000,207,坡道平面,17.11,0,租賃期間含免租金裝潢期。,RPTPMLQLPHHGFEE09CC
楠梓區,建物,高雄市楠梓區樂群路９１巷１弄７之４號,0.0,住,,,1110711,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701217,57.37,1,2,1,有,無,有,8000,139,,0.0,0,此為高雄市政府社會住宅包租代管計畫之物件，評定市價租金為 8889 元，選擇代管方案需打 9 折，實際租賃契約金額為 8000 元。每月水電瓦斯、網路費由承租人另外負擔。,RPVPMLQLPHHGFEE66CC
左營區,建物,高雄市左營區重化街５號十四樓之１,0.0,商,,,1110713,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960524,94.11,2,1,1,有,有,有,14400,153,,0.0,0,此為高雄市政府社會住宅包租代管計畫之物件，評定市價租金為16000 元，選擇代管方案需打 9 折，實際租賃契約金額為 14400 元。每月水電瓦斯、網路費由承租人另外負擔。,RPQQMLQLPHHGFEE88CC
楠梓區,建物,高雄市楠梓區芎蕉五街１５５號二樓之１,0.0,住,,,1110715,土地0建物1車位0,二層,6,套房(1房1廳1衛),住家用,鋼筋混凝土結構造,0900907,30.229999999999997,1,0,1,有,有,有,5000,165,,0.0,0,此為高雄市社會住宅包租代管計畫之物件，評定市價租金5556元，選擇代租方案須打九折，實際租賃契約金額為5000元；水電瓦斯費、網路費由承租人負擔。,RPRQMLQLPHHGFEE98CC
楠梓區,建物,高雄市楠梓區惠義街１６號八樓,0.0,住,,,1110716,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1110324,80.69,2,1,1,有,有,有,14500,180,,0.0,0,此為高雄市社會住宅包租代管計畫之物件，評定市價租金16112元，選擇代租方案須打九折，實際租賃契約金額為14500元；水電瓦斯費、網路費及每月管理費1965元由承租人負擔。,RPSQMLQLPHHGFEE09CC
前金區,房地(土地+建物),高雄市前金區六合二路１５１巷２號１０樓之５,7.94,商,,,1110713,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1070712,89.7,2,1,1,有,有,有,19000,212,,0.0,0,,RPQNMLQLPHHGFAE18CC
前金區,房地(土地+建物),高雄市前金區河東路１７６號２３樓之２,8.2,商,,,1110722,土地1建物1車位0,二十三層,35,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850215,147.29,3,2,2,有,有,有,29582,201,,0.0,0,,RPRNMLQLPHHGFAE28CC
前金區,房地(土地+建物),高雄市前金區中正四路１６９號２樓之６,5.32,商,,,1110725,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091019,81.07,2,1,1,有,有,有,20000,247,,0.0,0,,RPTNMLQLPHHGFAE48CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠三路６８７號１１樓,0.0,商,,,1110701,土地0建物1車位1,十一層,19,辦公商業大樓,商業用,鋼筋混凝土造,0971104,168.15,0,0,0,無,有,無,60000,357,坡道平面,17.12,0,,RPWNMLQLPHHGFAE78CC
鼓山區,建物,高雄市鼓山區美術北五街５７號四樓之２,0.0,住,,,1110720,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920814,110.99,3,2,2,有,有,有,16000,144,,0.0,0,,RPPOMLQLPHHGFAE18CC
鼓山區,建物,高雄市鼓山區美術東六街１３３號８樓,0.0,,,,1110701,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,187.79000000000002,4,2,2,有,有,有,29500,157,,0.0,0,,RPSOMLQLPHHGFAE48CC
鹽埕區,建物,高雄市鹽埕區必忠街３９號二樓之２,0.0,住,,,1110718,土地0建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810717,214.04,4,2,2,有,有,有,13000,61,坡道機械,0.0,0,水電費及每月管理維護費500元、管理費4000元皆由承租人負擔。,RPUOMLQLPHHGFAE68CC
鼓山區,建物,高雄市鼓山區美術東四路４５８號８樓之８,0.0,商,,,1110714,土地0建物1車位0,八層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980325,63.09,1,0,1,有,有,有,14000,222,,0.0,0,此為高雄市政府社會住宅包租代管計畫之物件，評定市價租金為 15556 元，選擇代管方案需打 9 折，實際租賃契約金額為 14000 元。每月水電瓦斯、網路費由承租人另外負擔。,RPVOMLQLPHHGFAE78CC
鼓山區,建物,高雄市鼓山區富農路１４０號八樓,0.0,商,,,1110706,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940929,124.76,3,2,2,有,有,有,28000,224,,0.0,0,租賃範圍不含車位，已扣除車位面積。,RPPPMLQLPHHGFAE28CC
新興區,建物,高雄市新興區復興一路６３號７樓之４,0.0,商,,,1110725,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830407,69.53,1,1,1,有,有,有,16500,237,,0.0,0,,RPUNMLQLPHHGFBE68CC
苓雅區,建物,高雄市苓雅區青年二路２１０號４樓,0.0,商,,,1110725,土地0建物1車位0,四層,12,辦公商業大樓,,鋼筋混凝土造,0781215,541.91,2,0,0,有,有,無,26000,48,,0.0,0,,RPWNMLQLPHHGFBE88CC
苓雅區,建物,高雄市苓雅區三多一路１５１巷２８弄６號３樓,0.0,住,,,1110714,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730810,113.19,3,1,2,有,無,有,14000,124,,0.0,0,此為高雄市政府社會住宅包租代管計畫之物件，評定市價租金為 15556 元，選擇代管方案需打 9 折，實際租賃契約金額為 14000 元。每月水電瓦斯、網路費由承租人另外負擔。,RPPOMLQLPHHGFBE28CC
新興區,建物,高雄市新興區五福二路１６號４樓之２,0.0,商,,,1110714,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0681011,70.59,3,2,2,有,有,有,13500,191,,0.0,0,此為高雄市社會住宅包租代管計畫之物件，評定市價租金15000元，選擇代租方案須打九折，實際租賃契約金額為13500元；水電瓦斯費、網路費及每月管理費700元由承租人負擔。,RPVOMLQLPHHGFBE88CC
苓雅區,房地(土地+建物),高雄市苓雅區自強三路８、１０號,30.84,商,,,1110725,土地1建物2車位0,見其他登記事項,35,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0860421,228.36,0,0,0,無,無,無,50000,219,,0.0,0,,RPRNMLRLPHHGFBE48CC
鼓山區,房地(土地+建物),高雄市鼓山區東門路４４６號５樓,31.1,住,,,1110726,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0740226,101.3,3,2,2,有,無,有,14000,138,,0.0,0,,RPVNMLRLPHHGFAE78CC
鼓山區,房地(土地+建物),高雄市鼓山區美術南五街１９２號十四樓,21.06,其他,,,1110726,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940616,131.12,3,2,2,有,有,有,27000,206,,0.0,0,,RPWNMLRLPHHGFAE88CC
鼓山區,房地(土地+建物),高雄市鼓山區裕誠路２０５０號１樓,99.85,住,,,1110726,土地1建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0940526,49.55,0,1,1,有,無,有,19000,383,,0.0,0,,RPXNMLRLPHHGFAE98CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明華路３６２號８樓,14.74,住,,,1110723,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1100430,189.45,3,2,2,有,有,有,45000,238,坡道平面,42.94,0,,RPSOMLRLPHHGFAE58CC
鼓山區,房地(土地+建物),高雄市鼓山區文忠路２號９樓之２,10.49,商,,,1110721,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931004,115.83000000000001,2,1,1,有,有,有,24000,207,,0.0,0,,RPTOMLRLPHHGFAE68CC
楠梓區,建物,高雄市楠梓區惠民路３８號七樓,0.0,住,,,1110719,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830705,161.4,3,2,2,有,有,有,13000,81,,0.0,0,此為高雄市社會住宅包租代管計畫之物件，評定市價租金14445元，選擇代租方案須打九折，實際租賃契約金額為13000元；水電瓦斯費、網路費及每月管理費1889元由承租人負擔。,RPROMLRLPHHGFEE88CC
左營區,房地(土地+建物)+車位,高雄市左營區保靖街５５號１４樓之１,8.47,商,,,1110705,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031104,110.30000000000001,2,2,1,有,有,有,20000,181,坡道平面,10.36,0,,RPTOMLRLPHHGFEE09CC
左營區,房地(土地+建物),高雄市左營區新莊一路１５０號４樓之２,12.67,住,,,1110712,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1070213,99.03,2,1,1,有,有,有,22000,222,,0.0,0,,RPWOMLRLPHHGFEE76CC
左營區,房地(土地+建物),高雄市左營區立文路８８號二樓之２,6.24,商,,,1110719,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,84.06,2,2,1,有,有,有,20000,238,,0.0,0,,RPQPMLRLPHHGFEE88CC
左營區,房地(土地+建物)+車位,高雄市左營區裕誠路４７０號,476.0,住,,,1110726,土地1建物1車位1,見其他登記事項,7,店面(店鋪),店舖、辦公室,鋼筋混凝土造,0780523,256.3,0,2,2,有,無,有,180000,702,升降平面,0.0,0,,RPRPMLRLPHHGFEE98CC
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學十一街３００號４樓,12.01,住,,,1110703,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1100525,120.7,2,2,1,有,有,有,20000,166,坡道平面,32.41,0,,RPXPMLRLPHHGFEE96CC
左營區,房地(土地+建物),高雄市左營區富國路２９２號６樓之１２,2.08,住,,,1110726,土地1建物1車位0,六層,21,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841019,32.45,1,1,1,有,有,有,8500,262,,0.0,0,,RPPQMLRLPHHGFEE88CC
楠梓區,建物,高雄市楠梓區壽豐路４３３巷３弄２之２號,0.0,住,,,1110726,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690517,82.14,3,2,2,有,無,有,10400,127,,0.0,0,,RPRQMLRLPHHGFEE09CC
左營區,房地(土地+建物)+車位,高雄市左營區新榮街９１號２２樓,30.77,住,,,1110723,土地1建物1車位2,二十二層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030704,346.03,3,2,3,有,有,有,80000,231,坡道平面,44.56,0,,RPVQMLRLPHHGFEE86CC
三民區,建物,高雄市三民區大順二路１９７號七樓,0.0,商,,,1110720,土地0建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940614,119.28999999999999,3,1,2,有,有,有,15000,124,坡道平面,6.63,1000,,RPQNMLRLPHHGFDE58CC
三民區,房地(土地+建物),高雄市三民區鼎華路２１６號５樓,9.99,商,,,1110712,土地1建物1車位0,五層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951207,114.06,3,2,2,有,有,有,18000,158,,0.0,0,,RPQOMLRLPHHGFDE68CC
三民區,房地(土地+建物)+車位,高雄市三民區民族一路７０２之１３號１３樓,7.79,住,,,1110716,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980430,113.81,2,1,1,有,有,有,23000,202,坡道平面,19.42,0,,RPSOMLRLPHHGFDE88CC
三民區,建物,高雄市三民區愛國路１８巷１７號,0.0,住,,,1110720,土地0建物1車位0,全,2,透天厝,,加強磚造,0580312,67.23,3,1,2,有,無,有,12000,178,,0.0,0,,RPTOMLRLPHHGFDE98CC
三民區,房地(土地+建物),高雄市三民區高雄市三民區澄清路５４５號,90.0,住,,,1110712,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0680728,240.44,5,2,6,有,無,無,43500,181,,0.0,0,,RPXOMLRLPHHGFDE76CC
三民區,房地(土地+建物),高雄市三民區高雄市三民區文濱路２５號１+２樓,163.62,住,,,1110712,土地2建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,1030501,159.82,0,0,0,無,無,無,58000,363,,0.0,0,,RPOPMLRLPHHGFDE58CC
三民區,房地(土地+建物),高雄市三民區德興街３１號５樓,21.46,住,,,1110713,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1100630,128.99,3,2,2,有,有,有,35000,271,,0.0,0,,RPQPMLRLPHHGFDE78CC
三民區,房地(土地+建物)+車位,高雄市三民區建興路８３之２號５樓,7.81,商,,,1110725,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010611,100.35,2,1,1,有,有,有,22000,219,坡道機械,12.98,0,,RPUPMLRLPHHGFDE56CC
三民區,房地(土地+建物),高雄市三民區昌富街５７號４樓之１,15.63,住,,,1110701,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820924,91.0,3,2,2,有,有,有,15000,165,,0.0,0,,RPVPMLRLPHHGFDE66CC
前鎮區,房地(土地+建物),高雄市前鎮區新展路２號,531.47,工,,,1110722,土地1建物1車位0,見其他登記事項,4,工廠,工廠、辦公室、單身員工宿舍。,鋼筋混凝土結構造、鋼架造、鋼骨鋼筋混凝土造,0870407,816.41,0,0,0,無,無,無,120000,,,0.0,0,,RPPNMLRLPHHGFCE38CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路２６號８樓,12.1,商,,,1110720,土地1建物1車位1,八層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050811,244.52999999999997,4,2,2,有,有,有,50000,204,坡道平面,22.04,0,,RPVNMLRLPHHGFCE98CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路２號１２樓之５之６,13.9,商,,,1110726,土地1建物2車位1,十二層,28,辦公商業大樓,商業用,鋼筋混凝土造,0870714,360.16999999999996,0,0,0,無,有,無,62000,172,坡道平面,14.69,0,,RPXNMLRLPHHGFCE56CC
小港區,房地(土地+建物),高雄市小港區廈莊六街１１５號７樓,9.36,商,,,1110720,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041002,84.06,2,2,1,有,有,有,15000,178,,0.0,0,,RPOOMLRLPHHGFCE38CC
前鎮區,建物,高雄市前鎮區新光路１３之１號,0.0,其他,,,1110704,土地0建物1車位0,見其他登記事項,39,住宅大樓(11層含以上有電梯),住商用,鋼骨造,0880209,79.77,0,3,2,有,有,有,15000,188,,0.0,0,租賃期間含免租金裝潢期。,RPTOMLRLPHHGFCE88CC
鳳山區,房地(土地+建物),高雄市鳳山區過勇路１８０號八樓,8.2,住,,,1110727,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1020620,88.8,2,2,1,有,有,有,13326,150,,0.0,0,,RPTNMLRLPHHGFGE56CC
